Doc. Date,Postal Code,Sous groupement,Subrand,Latitude,Longitude,TTC
2020-08-05 00:00:00,12000,MESPOULET,LEFFE RUBY,44.3601,2.5051,24.7854096
2020-08-05 00:00:00,12000,MESPOULET,LEFFE RUBY,44.3601,2.5051,22.774752
2020-08-05 00:00:00,12000,MESPOULET,KWAK,44.3601,2.5051,18.0936
2020-08-05 00:00:00,78710,France BOISSONS,LEFFE BLONDE,48.9981,1.6313,23.950656
2020-08-05 00:00:00,78710,France BOISSONS,LEFFE BLONDE,48.9981,1.6313,18.137448
2020-08-05 00:00:00,78710,France BOISSONS,CORONA EXTRA,48.9981,1.6313,29.981808
2020-08-05 00:00:00,49124,France BOISSONS,HOEGAARDEN WHITE,47.4988,-0.4302,21.8340864
2020-08-05 00:00:00,45300,OBD   ,KWAK,48.0973,2.3173,18.0936
2020-08-05 00:00:00,45300,OBD   ,HOEGAARDEN WHITE,48.0973,2.3173,16.2896832
2020-08-05 00:00:00,45300,OBD   ,LEFFE RUBY,48.0973,2.3173,22.774752
2020-08-05 00:00:00,45300,OBD   ,CORONA EXTRA,48.0973,2.3173,24.992208
2020-08-05 00:00:00,45300,OBD   ,LEFFE BLONDE,48.0973,2.3173,17.5390992
2020-08-05 00:00:00,37400,FAYETTE,HOEGAARDEN ROSEE,47.3947,0.9161,19.266984
2020-08-05 00:00:00,37400,FAYETTE,GOOSE,47.3947,0.9161,22.6058976
2020-08-05 00:00:00,37400,FAYETTE,LEFFE BLONDE,47.3947,0.9161,17.8943688
2020-08-05 00:00:00,37400,FAYETTE,LEFFE RUBY,47.3947,0.9161,22.9749696
2020-08-05 00:00:00,37400,FAYETTE,HOEGAARDEN WHITE,47.3947,0.9161,16.6196448
2020-08-05 00:00:00,72300,STOKBOX,BUD,47.8192,-0.2392,15.7747752
2020-08-05 00:00:00,72300,STOKBOX,GOOSE,47.8192,-0.2392,22.6512
2020-08-05 00:00:00,72300,STOKBOX,LEFFE AMBREE,47.8192,-0.2392,22.4016912
2020-08-05 00:00:00,72300,STOKBOX,LEFFE ROYALE,47.8192,-0.2392,22.774752
2020-08-05 00:00:00,72300,STOKBOX,KWAK,47.8192,-0.2392,18.0936
2020-08-05 00:00:00,72300,STOKBOX,HOEGAARDEN WHITE,47.8192,-0.2392,16.2896832
2020-08-05 00:00:00,72300,STOKBOX,LEFFE BLONDE,47.8192,-0.2392,17.5390992
2020-08-05 00:00:00,72300,STOKBOX,HOEGAARDEN ROSEE,47.8192,-0.2392,19.09908
2020-08-05 00:00:00,72300,STOKBOX,LEFFE LA LEGERE,47.8192,-0.2392,16.2462672
2020-08-05 00:00:00,35000,COZIGOU  ,KWAK,48.112,-1.6743,18.0936
2020-08-05 00:00:00,35000,COZIGOU  ,LEFFE BLONDE,48.112,-1.6743,17.5390992
2020-08-05 00:00:00,35000,COZIGOU  ,LEFFE RUBY,48.112,-1.6743,22.774752
2020-08-05 00:00:00,35000,COZIGOU  ,BUD,48.112,-1.6743,22.943808
2020-08-05 00:00:00,35000,COZIGOU  ,LEFFE RUBY,48.112,-1.6743,24.7854096
2020-08-05 00:00:00,35000,COZIGOU  ,CORONA EXTRA,48.112,-1.6743,24.992208
2020-08-05 00:00:00,35000,COZIGOU  ,HOEGAARDEN WHITE,48.112,-1.6743,21.2583168
2020-08-05 00:00:00,13200,BRASSERIE DU DELTA,TRIPLE KARMELIET,43.6768,4.6303,21.996
2020-08-05 00:00:00,13200,BRASSERIE DU DELTA,LEFFE RUBY,43.6768,4.6303,22.774752
2020-08-05 00:00:00,13200,BRASSERIE DU DELTA,LEFFE BLONDE,43.6768,4.6303,17.5390992
2020-08-05 00:00:00,84700,MONTANER,HOEGAARDEN WHITE,44.0102,4.8738,21.5405568
2020-08-05 00:00:00,84700,MONTANER,TRIPLE KARMELIET,44.0102,4.8738,28.3974912
2020-08-05 00:00:00,84700,MONTANER,LEFFE BLONDE,44.0102,4.8738,23.628672
2020-08-05 00:00:00,84700,MONTANER,HOEGAARDEN WHITE,44.0102,4.8738,16.6196448
2020-08-05 00:00:00,84700,MONTANER,LEFFE BLONDE,44.0102,4.8738,17.8943688
2020-08-05 00:00:00,84700,MONTANER,KWAK,44.0102,4.8738,24.6897216
2020-08-05 00:00:00,86370,SA VINS FROMAGET,HOEGAARDEN WHITE,46.4627,0.2287,16.2896832
2020-08-05 00:00:00,86370,SA VINS FROMAGET,HOEGAARDEN ROSEE,46.4627,0.2287,19.09908
2020-08-05 00:00:00,86370,SA VINS FROMAGET,KWAK,46.4627,0.2287,18.0936
2020-08-05 00:00:00,86370,SA VINS FROMAGET,BUD,46.4627,0.2287,15.7747752
2020-08-05 00:00:00,86370,SA VINS FROMAGET,LEFFE BLONDE,46.4627,0.2287,17.5390992
2020-08-05 00:00:00,86370,SA VINS FROMAGET,TRIPLE KARMELIET,46.4627,0.2287,21.996
2020-08-05 00:00:00,86370,SA VINS FROMAGET,LEFFE RUBY,46.4627,0.2287,24.7854096
2020-08-05 00:00:00,86370,SA VINS FROMAGET,KWAK,46.4627,0.2287,24.7392
2020-08-05 00:00:00,86370,SA VINS FROMAGET,LEFFE RITUEL 9°,46.4627,0.2287,22.774752
2020-08-05 00:00:00,86370,SA VINS FROMAGET,LEFFE RUBY,46.4627,0.2287,22.774752
2020-08-05 00:00:00,86370,SA VINS FROMAGET,TRIPLE KARMELIET,46.4627,0.2287,28.4544
2020-08-05 00:00:00,86370,SA VINS FROMAGET,BUD,46.4627,0.2287,22.943808
2020-08-05 00:00:00,5000,MONTANER,HOEGAARDEN WHITE,44.5543,6.1627,21.5405568
2020-08-05 00:00:00,5000,MONTANER,LEFFE BLONDE,44.5543,6.1627,17.8943688
2020-08-05 00:00:00,5000,MONTANER,LEFFE RUBY,44.5543,6.1627,22.9749696
2020-08-05 00:00:00,5000,MONTANER,LEFFE BRUNE,44.5543,6.1627,19.051956
2020-08-05 00:00:00,5000,MONTANER,HOEGAARDEN WHITE,44.5543,6.1627,16.6196448
2020-08-05 00:00:00,5000,MONTANER,LEFFE ROYALE,44.5543,6.1627,22.9749696
2020-08-05 00:00:00,5000,MONTANER,GOOSE,44.5543,6.1627,22.6058976
2020-08-05 00:00:00,5000,MONTANER,KWAK,44.5543,6.1627,18.0574128
2020-08-05 00:00:00,5000,MONTANER,TRIPLE KARMELIET,44.5543,6.1627,21.952008
2020-08-05 00:00:00,17320,LA ROCHELLE BOISSONS,HOEGAARDEN ROSEE,45.8,-1.0333,19.266984
2020-08-05 00:00:00,17320,LA ROCHELLE BOISSONS,LEFFE RUBY,45.8,-1.0333,22.9749696
2020-08-05 00:00:00,17320,LA ROCHELLE BOISSONS,KWAK,45.8,-1.0333,18.0574128
2020-08-05 00:00:00,17320,LA ROCHELLE BOISSONS,HOEGAARDEN WHITE,45.8,-1.0333,16.6196448
2020-08-05 00:00:00,17320,LA ROCHELLE BOISSONS,LEFFE RUBY,45.8,-1.0333,25.0098912
2020-08-05 00:00:00,17320,LA ROCHELLE BOISSONS,TRIPLE KARMELIET,45.8,-1.0333,28.3974912
2020-08-05 00:00:00,17320,LA ROCHELLE BOISSONS,TRIPLE KARMELIET,45.8,-1.0333,21.952008
2020-08-05 00:00:00,17320,LA ROCHELLE BOISSONS,LEFFE BLONDE,45.8,-1.0333,17.8943688
2020-08-05 00:00:00,46310,DEVIERS FRESQUET BOISSONS,HOEGAARDEN WHITE,44.662,1.4835,17.3664
2020-08-05 00:00:00,46310,DEVIERS FRESQUET BOISSONS,LEFFE BLONDE,44.662,1.4835,18.6984
2020-08-05 00:00:00,68600,ABEDIS,BUD,48.028,7.5004,15.7747752
2020-08-05 00:00:00,68600,ABEDIS,GOOSE,48.028,7.5004,22.6512
2020-08-05 00:00:00,68600,ABEDIS,LEFFE ROYALE,48.028,7.5004,22.774752
2020-08-05 00:00:00,68600,ABEDIS,LEFFE LA LEGERE,48.028,7.5004,16.2462672
2020-08-05 00:00:00,68600,ABEDIS,LEFFE ROYALE,48.028,7.5004,22.774752
2020-08-05 00:00:00,68600,ABEDIS,TRIPLE KARMELIET,48.028,7.5004,21.996
2020-08-05 00:00:00,68600,ABEDIS,HOEGAARDEN WHITE,48.028,7.5004,16.2896832
2020-08-05 00:00:00,68600,ABEDIS,KWAK,48.028,7.5004,18.0936
2020-08-05 00:00:00,68600,ABEDIS,LEFFE BLONDE,48.028,7.5004,23.319072
2020-08-05 00:00:00,64130,PINQUE,LEFFE BLONDE,43.1619,-0.9016,17.5390992
2020-08-05 00:00:00,39570,SA  JURA BOISSONS,HOEGAARDEN WHITE,46.6501,5.4404,16.2896832
2020-08-05 00:00:00,39570,SA  JURA BOISSONS,KWAK,46.6501,5.4404,18.0936
2020-08-05 00:00:00,39570,SA  JURA BOISSONS,HOEGAARDEN WHITE,46.6501,5.4404,21.2583168
2020-08-05 00:00:00,39570,SA  JURA BOISSONS,TRIPLE KARMELIET,46.6501,5.4404,21.996
2020-08-05 00:00:00,39570,SA  JURA BOISSONS,LEFFE BLONDE,46.6501,5.4404,17.5390992
2020-08-05 00:00:00,39570,SA  JURA BOISSONS,LEFFE RUBY,46.6501,5.4404,24.7854096
2020-08-05 00:00:00,39570,SA  JURA BOISSONS,LEFFE RITUEL 9°,46.6501,5.4404,22.774752
2020-08-05 00:00:00,39570,SA  JURA BOISSONS,GOOSE,46.6501,5.4404,22.6512
2020-08-05 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,HOEGAARDEN WHITE,47.6668,3.8206,16.2896832
2020-08-05 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,HOEGAARDEN ROSEE,47.6668,3.8206,19.09908
2020-08-05 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,LEFFE BLONDE,47.6668,3.8206,17.5390992
2020-08-05 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,LEFFE RITUEL 9°,47.6668,3.8206,22.774752
2020-08-05 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,TRIPLE KARMELIET,47.6668,3.8206,21.996
2020-08-05 00:00:00,89270,COURTOIS BOURGOGNE BOISSONS,BUD,47.6668,3.8206,15.7747752
2020-08-05 00:00:00,71570,MURGIER,LEFFE BLONDE,46.2455,4.7422,17.8943688
2020-08-05 00:00:00,38760,RAD,HOEGAARDEN WHITE,45.0717,5.6425,16.2896832
2020-08-05 00:00:00,38760,RAD,LEFFE BLONDE,45.0717,5.6425,17.5390992
2020-08-05 00:00:00,38760,RAD,LEFFE RITUEL 9°,45.0717,5.6425,22.774752
2020-08-05 00:00:00,38760,RAD,LEFFE RUBY,45.0717,5.6425,22.774752
2020-08-05 00:00:00,38760,RAD,LEFFE ROYALE,45.0717,5.6425,22.774752
2020-08-05 00:00:00,38760,RAD,LEFFE ROYALE,45.0717,5.6425,22.774752
2020-08-05 00:00:00,38760,RAD,LEFFE AMBREE,45.0717,5.6425,22.4016912
2020-08-05 00:00:00,38760,RAD,LEFFE LA LEGERE,45.0717,5.6425,16.2462672
2020-08-05 00:00:00,38760,RAD,KWAK,45.0717,5.6425,18.0936
2020-08-05 00:00:00,38760,RAD,TRIPLE KARMELIET,45.0717,5.6425,21.996
2020-08-05 00:00:00,38760,RAD,BUD,45.0717,5.6425,15.7747752
2020-08-05 00:00:00,38760,RAD,GOOSE,45.0717,5.6425,22.6512
2020-08-05 00:00:00,73210,MURGIER,HOEGAARDEN WHITE,45.55,6.6667,21.5405568
2020-08-05 00:00:00,73210,MURGIER,LEFFE BLONDE,45.55,6.6667,17.8943688
2020-08-05 00:00:00,87000,MESPOULET,BUD,45.8315,1.2578,22.943808
2020-08-05 00:00:00,87000,MESPOULET,HOEGAARDEN WHITE,45.8315,1.2578,21.2583168
2020-08-05 00:00:00,87000,MESPOULET,KWAK,45.8315,1.2578,24.7392
2020-08-05 00:00:00,87000,MESPOULET,LEFFE BLONDE,45.8315,1.2578,23.319072
2020-08-05 00:00:00,87000,MESPOULET,LEFFE RUBY,45.8315,1.2578,24.7854096
2020-08-05 00:00:00,87000,MESPOULET,LEFFE ROYALE,45.8315,1.2578,22.774752
2020-08-05 00:00:00,87000,MESPOULET,LEFFE BRUNE,45.8315,1.2578,18.673704
2020-08-05 00:00:00,87000,MESPOULET,HOEGAARDEN WHITE,45.8315,1.2578,16.2896832
2020-08-05 00:00:00,87000,MESPOULET,KWAK,45.8315,1.2578,18.0936
2020-08-05 00:00:00,87000,MESPOULET,LEFFE BLONDE,45.8315,1.2578,17.5390992
2020-08-05 00:00:00,87000,MESPOULET,HOEGAARDEN ROSEE,45.8315,1.2578,19.09908
2020-08-05 00:00:00,87000,MESPOULET,LEFFE RUBY,45.8315,1.2578,22.774752
2020-08-05 00:00:00,66000,CASAS DISTRIBUTION,HOEGAARDEN WHITE,42.6976,2.8954,16.6196448
2020-08-05 00:00:00,66000,CASAS DISTRIBUTION,LEFFE BLONDE,42.6976,2.8954,17.8943688
2020-08-05 00:00:00,66000,CASAS DISTRIBUTION,LEFFE ROYALE,42.6976,2.8954,22.9749696
2020-08-05 00:00:00,66000,CASAS DISTRIBUTION,LEFFE RUBY,42.6976,2.8954,22.9749696
2020-08-05 00:00:00,66000,CASAS DISTRIBUTION,TRIPLE KARMELIET,42.6976,2.8954,28.3974912
2020-08-05 00:00:00,66000,CASAS DISTRIBUTION,TRIPLE KARMELIET,42.6976,2.8954,21.952008
2020-08-05 00:00:00,66000,CASAS DISTRIBUTION,KWAK,42.6976,2.8954,24.6897216
2020-08-05 00:00:00,66000,CASAS DISTRIBUTION,KWAK,42.6976,2.8954,18.0574128
2020-08-05 00:00:00,62600,AU COMPTOIR DU LITTORAL (Berck sur Mer),BUD,50.4,1.6,16.272216
2020-08-05 00:00:00,62600,AU COMPTOIR DU LITTORAL (Berck sur Mer),BUD,50.4,1.6,23.9601024
2020-08-05 00:00:00,62600,AU COMPTOIR DU LITTORAL (Berck sur Mer),HOEGAARDEN WHITE,50.4,1.6,21.5405568
2020-08-05 00:00:00,62600,AU COMPTOIR DU LITTORAL (Berck sur Mer),LEFFE BLONDE,50.4,1.6,23.628672
2020-08-05 00:00:00,38760,RAD,TRIPLE KARMELIET,45.0717,5.6425,28.4544
2020-08-05 00:00:00,38760,RAD,KWAK,45.0717,5.6425,24.7392
2020-08-05 00:00:00,38760,RAD,BUD,45.0717,5.6425,22.943808
2020-08-05 00:00:00,38760,RAD,GOOSE,45.0717,5.6425,18.7056
2020-08-05 00:00:00,35600,BARRE,BUD,47.65,-2.0833,22.943808
2020-08-05 00:00:00,35600,BARRE,LEFFE BLONDE,47.65,-2.0833,17.5390992
2020-08-05 00:00:00,35600,BARRE,HOEGAARDEN WHITE,47.65,-2.0833,21.2583168
2020-08-05 00:00:00,35600,BARRE,LEFFE RUBY,47.65,-2.0833,22.774752
2020-08-05 00:00:00,35600,BARRE,KWAK,47.65,-2.0833,18.0936
2020-08-05 00:00:00,35600,BARRE,GOOSE,47.65,-2.0833,22.6512
2020-08-05 00:00:00,35600,BARRE,LEFFE ROYALE,47.65,-2.0833,22.774752
2020-08-05 00:00:00,35600,BARRE,TRIPLE KARMELIET,47.65,-2.0833,21.996
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,TRIPLE KARMELIET,46.8354,-0.7778,28.4544
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,KWAK,46.8354,-0.7778,24.7392
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,LEFFE RUBY,46.8354,-0.7778,24.7854096
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,GOOSE,46.8354,-0.7778,22.6512
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,HOEGAARDEN WHITE,46.8354,-0.7778,16.2896832
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,BUD,46.8354,-0.7778,15.7747752
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,TRIPLE KARMELIET,46.8354,-0.7778,21.996
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,KWAK,46.8354,-0.7778,18.0936
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,LEFFE BRUNE,46.8354,-0.7778,18.673704
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,LEFFE RITUEL 9°,46.8354,-0.7778,22.774752
2020-08-05 00:00:00,85700,VINS REMY LIBOUREAU,LEFFE ROYALE,46.8354,-0.7778,22.774752
2020-08-05 00:00:00,56500,COZIGOU  ,BUD,47.8546,-2.8348,15.7747752
2020-08-05 00:00:00,56500,COZIGOU  ,GOOSE,47.8546,-2.8348,22.6512
2020-08-05 00:00:00,56500,COZIGOU  ,HOEGAARDEN WHITE,47.8546,-2.8348,16.2896832
2020-08-05 00:00:00,56500,COZIGOU  ,HOEGAARDEN ROSEE,47.8546,-2.8348,19.09908
2020-08-05 00:00:00,56500,COZIGOU  ,KWAK,47.8546,-2.8348,18.0936
2020-08-05 00:00:00,56500,COZIGOU  ,LEFFE BLONDE,47.8546,-2.8348,17.5390992
2020-08-05 00:00:00,56500,COZIGOU  ,LEFFE BRUNE,47.8546,-2.8348,18.673704
2020-08-05 00:00:00,56500,COZIGOU  ,TRIPLE KARMELIET,47.8546,-2.8348,21.996
2020-08-05 00:00:00,56500,COZIGOU  ,LEFFE RUBY,47.8546,-2.8348,24.7854096
2020-08-05 00:00:00,14123,France BOISSONS,TRIPLE KARMELIET,49.14,-0.349,21.996
2020-08-05 00:00:00,14123,France BOISSONS,LEFFE BLONDE,49.14,-0.349,23.950656
2020-08-05 00:00:00,14123,France BOISSONS,HOEGAARDEN WHITE,49.14,-0.349,21.8340864
2020-08-05 00:00:00,14123,France BOISSONS,CORONA EXTRA,49.14,-0.349,29.981808
2020-08-05 00:00:00,14123,France BOISSONS,LEFFE BLONDE,49.14,-0.349,18.137448
2020-08-05 00:00:00,82160,MESPOULET,HOEGAARDEN WHITE,44.2361,1.7717,21.2583168
2020-08-05 00:00:00,82160,MESPOULET,LEFFE BLONDE,44.2361,1.7717,17.5390992
2020-08-05 00:00:00,82160,MESPOULET,LEFFE RUBY,44.2361,1.7717,22.774752
2020-08-05 00:00:00,82160,MESPOULET,HOEGAARDEN WHITE,44.2361,1.7717,16.2896832
2020-08-05 00:00:00,82160,MESPOULET,LEFFE BLONDE,44.2361,1.7717,23.319072
2020-08-05 00:00:00,82160,MESPOULET,KWAK,44.2361,1.7717,18.0936
2020-08-05 00:00:00,82160,MESPOULET,KWAK,44.2361,1.7717,24.7392
2020-08-05 00:00:00,26300,MY BEERS,TRIPLE KARMELIET,44.9975,5.1859,21.996
2020-08-05 00:00:00,26300,MY BEERS,LEFFE RITUEL 9°,44.9975,5.1859,24.651792
2020-08-05 00:00:00,53200,VINOBEER,LEFFE RUBY,47.7993,-0.721,23.5756224
2020-08-05 00:00:00,53200,VINOBEER,LEFFE ROYALE,47.7993,-0.721,23.5756224
2020-08-05 00:00:00,53200,VINOBEER,LEFFE BRUNE,47.7993,-0.721,18.9126
2020-08-04 00:00:00,33500,RG LAVIALE,CORONA EXTRA,44.9333,-0.1833,26.3094624
2020-08-04 00:00:00,7170,BOISSONS SOFABO SA,LEFFE BLONDE,44.501,4.4841,17.5390992
2020-08-04 00:00:00,64160,PYRENEES BOISSONS,TRIPLE KARMELIET,43.3833,-0.2833,21.996
2020-08-04 00:00:00,64160,PYRENEES BOISSONS,BUD,43.3833,-0.2833,15.7747752
2020-08-04 00:00:00,64160,PYRENEES BOISSONS,BUD,43.3833,-0.2833,22.943808
2020-08-04 00:00:00,64160,PYRENEES BOISSONS,CORONA EXTRA,43.3833,-0.2833,24.992208
2020-08-04 00:00:00,64160,PYRENEES BOISSONS,HOEGAARDEN WHITE,43.3833,-0.2833,21.2583168
2020-08-04 00:00:00,64160,PYRENEES BOISSONS,LEFFE BLONDE,43.3833,-0.2833,23.319072
2020-08-04 00:00:00,19400,MESPOULET,LEFFE BLONDE,45.1203,1.9732,17.5390992
2020-08-04 00:00:00,13200,BRASSERIE DU DELTA,CORONA EXTRA,43.6768,4.6303,24.992208
2020-08-04 00:00:00,34070,MONTANER,CORONA EXTRA,43.6109,3.8772,26.3094624
2020-08-04 00:00:00,81000,RAYMOND,CORONA EXTRA,43.9298,2.148,26.3094624
2020-08-04 00:00:00,31290,CROUZIL FRERES,CORONA EXTRA,43.4358,1.6628,24.992208
2020-08-04 00:00:00,24430,LE BIHAN,CORONA EXTRA,45.1642,0.5719,24.992208
2020-08-04 00:00:00,66000,CASAS DISTRIBUTION,CORONA EXTRA,42.6976,2.8954,26.3094624
2020-08-04 00:00:00,95310,TRIBOUILLET,CORONA EXTRA,49.0435,2.1213,24.992208
2020-08-04 00:00:00,73100,RAD,CORONA EXTRA,45.7309,6.0053,24.992208
2020-08-04 00:00:00,16100,GIE SELECTOR,LEFFE ROYALE,45.7167,-0.3,22.9749696
2020-08-04 00:00:00,16100,GIE SELECTOR,LEFFE BRUNE,45.7167,-0.3,19.051956
2020-08-04 00:00:00,16100,GIE SELECTOR,LEFFE ROYALE,45.7167,-0.3,22.9749696
2020-08-04 00:00:00,16100,GIE SELECTOR,LEFFE RUBY,45.7167,-0.3,22.9749696
2020-08-04 00:00:00,16100,GIE SELECTOR,BUD,45.7167,-0.3,16.272216
2020-08-04 00:00:00,41600,EURL BREGENT,LEFFE RUBY,47.6089,2.1729,22.774752
2020-08-04 00:00:00,41600,EURL BREGENT,BUD,47.6089,2.1729,22.943808
2020-08-04 00:00:00,41600,EURL BREGENT,GOOSE,47.6089,2.1729,22.6512
2020-08-04 00:00:00,41600,EURL BREGENT,HOEGAARDEN WHITE,47.6089,2.1729,21.2583168
2020-08-04 00:00:00,95500,SARLCAFES MOULUS POUR LIMONADIER,LEFFE BLONDE,48.9869,2.4489,18.6984
2020-08-04 00:00:00,83630,OLIVIER FRERES,HOEGAARDEN WHITE,43.733,6.1765,16.2896832
2020-08-04 00:00:00,83630,OLIVIER FRERES,HOEGAARDEN ROSEE,43.733,6.1765,19.09908
2020-08-04 00:00:00,83630,OLIVIER FRERES,TRIPLE KARMELIET,43.733,6.1765,21.996
2020-08-04 00:00:00,83630,OLIVIER FRERES,KWAK,43.733,6.1765,18.0936
2020-08-04 00:00:00,83630,OLIVIER FRERES,LEFFE BLONDE,43.733,6.1765,17.5390992
2020-08-04 00:00:00,83630,OLIVIER FRERES,LEFFE RITUEL 9°,43.733,6.1765,22.774752
2020-08-04 00:00:00,83630,OLIVIER FRERES,LEFFE ROYALE,43.733,6.1765,22.774752
2020-08-04 00:00:00,83630,OLIVIER FRERES,LEFFE BLONDE,43.733,6.1765,23.319072
2020-08-04 00:00:00,83630,OLIVIER FRERES,TRIPLE KARMELIET,43.733,6.1765,28.4544
2020-08-04 00:00:00,83630,OLIVIER FRERES,KWAK,43.733,6.1765,24.7392
2020-08-04 00:00:00,83630,OLIVIER FRERES,HOEGAARDEN WHITE,43.733,6.1765,21.2583168
2020-08-04 00:00:00,79000,LA ROCHELLE BOISSONS,LEFFE BLONDE,46.3728,-0.4721,17.8943688
2020-08-04 00:00:00,79000,LA ROCHELLE BOISSONS,LEFFE RUBY,46.3728,-0.4721,22.9749696
2020-08-04 00:00:00,79000,LA ROCHELLE BOISSONS,TRIPLE KARMELIET,46.3728,-0.4721,21.952008
2020-08-04 00:00:00,79000,LA ROCHELLE BOISSONS,KWAK,46.3728,-0.4721,18.0574128
2020-08-04 00:00:00,79000,LA ROCHELLE BOISSONS,HOEGAARDEN WHITE,46.3728,-0.4721,16.6196448
2020-08-04 00:00:00,79000,LA ROCHELLE BOISSONS,HOEGAARDEN WHITE,46.3728,-0.4721,21.5405568
2020-08-04 00:00:00,79000,LA ROCHELLE BOISSONS,KWAK,46.3728,-0.4721,24.6897216
2020-08-04 00:00:00,79000,LA ROCHELLE BOISSONS,GOOSE,46.3728,-0.4721,22.6058976
2020-08-04 00:00:00,34350,BOISSONS DISTRIBUTION,TRIPLE KARMELIET,43.2698,3.2234,28.4544
2020-08-04 00:00:00,34350,BOISSONS DISTRIBUTION,TRIPLE KARMELIET,43.2698,3.2234,21.996
2020-08-04 00:00:00,34350,BOISSONS DISTRIBUTION,KWAK,43.2698,3.2234,18.0936
2020-08-04 00:00:00,34350,BOISSONS DISTRIBUTION,LEFFE ROYALE,43.2698,3.2234,22.774752
2020-08-04 00:00:00,34350,BOISSONS DISTRIBUTION,LEFFE BLONDE,43.2698,3.2234,17.5390992
2020-08-04 00:00:00,34350,BOISSONS DISTRIBUTION,HOEGAARDEN WHITE,43.2698,3.2234,16.2896832
2020-08-04 00:00:00,34350,BOISSONS DISTRIBUTION,HOEGAARDEN ROSEE,43.2698,3.2234,19.09908
2020-08-04 00:00:00,94380,France BOISSONS,LEFFE BLONDE,48.7695,2.4793,23.950656
2020-08-04 00:00:00,94380,France BOISSONS,HOEGAARDEN WHITE,48.7695,2.4793,21.8340864
2020-08-04 00:00:00,94380,France BOISSONS,LEFFE RUBY,48.7695,2.4793,24.1011936
2020-08-04 00:00:00,73100,RAD,BUD,45.7309,6.0053,15.7747752
2020-08-04 00:00:00,73100,RAD,HOEGAARDEN WHITE,45.7309,6.0053,16.2896832
2020-08-04 00:00:00,73100,RAD,LEFFE BLONDE,45.7309,6.0053,17.5390992
2020-08-04 00:00:00,73100,RAD,LEFFE RITUEL 9°,45.7309,6.0053,22.774752
2020-08-04 00:00:00,73100,RAD,LEFFE RUBY,45.7309,6.0053,22.774752
2020-08-04 00:00:00,73100,RAD,TRIPLE KARMELIET,45.7309,6.0053,21.996
2020-08-04 00:00:00,73100,RAD,BUD,45.7309,6.0053,15.7747752
2020-08-04 00:00:00,73100,RAD,GOOSE,45.7309,6.0053,22.6512
2020-08-04 00:00:00,51100,SOREDIS,HOEGAARDEN WHITE,49.25,4.0333,16.2896832
2020-08-04 00:00:00,51100,SOREDIS,LEFFE BLONDE,49.25,4.0333,17.5390992
2020-08-04 00:00:00,51100,SOREDIS,LEFFE RUBY,49.25,4.0333,22.774752
2020-08-04 00:00:00,51100,SOREDIS,KWAK,49.25,4.0333,18.0936
2020-08-04 00:00:00,51100,SOREDIS,LEFFE AMBREE,49.25,4.0333,22.4016912
2020-08-04 00:00:00,51100,SOREDIS,GOOSE,49.25,4.0333,22.6512
2020-08-04 00:00:00,51100,SOREDIS,KWAK,49.25,4.0333,24.7392
2020-08-04 00:00:00,62500,SODIBOISSONS,LEFFE BLONDE,50.7518,2.2405,17.5390992
2020-08-04 00:00:00,62500,SODIBOISSONS,LEFFE RUBY,50.7518,2.2405,22.774752
2020-08-04 00:00:00,62500,SODIBOISSONS,LEFFE ROYALE,50.7518,2.2405,22.774752
2020-08-04 00:00:00,34070,MONTANER,LEFFE BLONDE,43.6109,3.8772,23.628672
2020-08-04 00:00:00,34070,MONTANER,LEFFE BLONDE,43.6109,3.8772,17.8943688
2020-08-04 00:00:00,34070,MONTANER,HOEGAARDEN WHITE,43.6109,3.8772,21.5405568
2020-08-04 00:00:00,34070,MONTANER,HOEGAARDEN WHITE,43.6109,3.8772,16.6196448
2020-08-04 00:00:00,34070,MONTANER,LEFFE RUBY,43.6109,3.8772,22.9749696
2020-08-04 00:00:00,34070,MONTANER,GOOSE,43.6109,3.8772,22.6058976
2020-08-04 00:00:00,34070,MONTANER,BUD,43.6109,3.8772,23.9601024
2020-08-04 00:00:00,34070,MONTANER,KWAK,43.6109,3.8772,18.0574128
2020-08-04 00:00:00,34070,MONTANER,TRIPLE KARMELIET,43.6109,3.8772,21.952008
2020-08-04 00:00:00,34070,MONTANER,BUD,43.6109,3.8772,16.272216
2020-08-04 00:00:00,31400,SOBCAL,GOOSE,43.6043,1.4437,18.7056
2020-08-04 00:00:00,31400,SOBCAL,LEFFE BLONDE,43.6043,1.4437,23.319072
