Doc. Date;Order qty;PCS delivered;HL delivered;MACO/HL ;Postal Code;Sous groupement;Subrand;Container Type;Unidade Container;Container Size;Latitude;Longitude;TTC;Preço/L;Container Size 2
01/07/2020;23;23;0.9798;135.3028149;70110;DAMIDEAUX MICHEL BOISSONS;GOOSE;BOTTLE VP - Hors Tendances;12;0.355;47.5382;6.4026;18.7056;4.390985915;4.26
01/07/2020;10;10;0.6;186.7078982;70110;DAMIDEAUX MICHEL BOISSONS;GOOSE;PERFECT DRAFT;1;6;47.5382;6.4026;22.6512;3.7752;6
01/07/2020;140;140;8.4;127.984305;70110;DAMIDEAUX MICHEL BOISSONS;BUD;PERFECT DRAFT;1;6;47.5382;6.4026;15.7747752;2.6291292;6
01/07/2020;490;490;29.4;140.097307;70110;DAMIDEAUX MICHEL BOISSONS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;47.5382;6.4026;16.2896832;2.7149472;6
01/07/2020;1;70;4.2;195.5874479;31400;SOBCAL;LEFFE RUBY;PERFECT DRAFT;1;6;43.6043;1.4437;22.774752;3.795792;6
01/07/2020;2;140;8.4;140.097307;31400;SOBCAL;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;43.6043;1.4437;16.2896832;2.7149472;6
01/07/2020;20;20;1.2;195.3340351;31400;SOBCAL;TRIPLE KARMELIET;PERFECT DRAFT;1;6;43.6043;1.4437;21.996;3.666;6
01/07/2020;2;140;8.4;150.689825;31400;SOBCAL;LEFFE BLONDE;PERFECT DRAFT;1;6;43.6043;1.4437;17.5390992;2.9231832;6
01/07/2020;10;10;0.792;170.7547101;31400;SOBCAL;LEFFE RUBY;BOTTLE VC;24;0.33;43.6043;1.4437;24.7854096;3.129470909;7.92
01/07/2020;23;23;0.9798;135.3028149;31400;SOBCAL;GOOSE;BOTTLE VP - Hors Tendances;12;0.355;43.6043;1.4437;18.7056;4.390985915;4.26
01/07/2020;60;60;4.752;186.9042007;76350;BONO;TRIPLE KARMELIET;BOTTLE VC;24;0.33;49.3331;1.0941;28.3974912;3.585541818;7.92
01/07/2020;280;280;16.8;195.5874479;76350;BONO;LEFFE RUBY;PERFECT DRAFT;1;6;49.3331;1.0941;22.9749696;3.8291616;6
01/07/2020;350;350;21;150.689825;76350;BONO;LEFFE BLONDE;PERFECT DRAFT;1;6;49.3331;1.0941;17.8943688;2.9823948;6
01/07/2020;2;140;8.4;150.689825;35600;BARRE;LEFFE BLONDE;PERFECT DRAFT;1;6;47.65;-2.0833;17.5390992;2.9231832;6
01/07/2020;30;30;2.376;158.768787;35600;BARRE;HOEGAARDEN WHITE;BOTTLE VC;24;0.33;47.65;-2.0833;21.2583168;2.684130909;7.92
01/07/2020;20;20;1.584;171.6145753;35600;BARRE;LEFFE BLONDE;BOTTLE VC;24;0.33;47.65;-2.0833;23.319072;2.944327273;7.92
01/07/2020;2;140;8.4;140.097307;35600;BARRE;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;47.65;-2.0833;16.2896832;2.7149472;6
01/07/2020;1;70;4.2;128.264406;35600;BARRE;KWAK;PERFECT DRAFT;1;6;47.65;-2.0833;18.0936;3.0156;6
01/07/2020;20;20;1.2;186.7078982;35600;BARRE;GOOSE;PERFECT DRAFT;1;6;47.65;-2.0833;22.6512;3.7752;6
01/07/2020;20;20;1.2;211.631664;35600;BARRE;LEFFE ROYALE;PERFECT DRAFT;1;6;47.65;-2.0833;22.774752;3.795792;6
02/07/2020;140;140;8.4;128.264406;70110;DAMIDEAUX MICHEL BOISSONS;KWAK;PERFECT DRAFT;1;6;47.5382;6.4026;18.0936;3.0156;6
02/07/2020;70;70;4.2;127.984305;83630;OLIVIER FRERES;BUD;PERFECT DRAFT;1;6;43.733;6.1765;15.7747752;2.6291292;6
02/07/2020;70;70;4.2;150.689825;83630;OLIVIER FRERES;LEFFE BLONDE;PERFECT DRAFT;1;6;43.733;6.1765;17.5390992;2.9231832;6
02/07/2020;70;70;4.2;224.5997572;83630;OLIVIER FRERES;LEFFE ROYALE;PERFECT DRAFT;1;6;43.733;6.1765;22.774752;3.795792;6
02/07/2020;350;350;21;150.689825;42300;PAPUT BOISSONS;LEFFE BLONDE;PERFECT DRAFT;1;6;46;4.0333;17.8943688;2.9823948;6
02/07/2020;140;140;8.4;140.097307;42300;PAPUT BOISSONS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;46;4.0333;16.6196448;2.7699408;6
02/07/2020;70;70;4.2;128.264406;42300;PAPUT BOISSONS;KWAK;PERFECT DRAFT;1;6;46;4.0333;18.0574128;3.0095688;6
02/07/2020;70;70;4.2;195.5874479;42300;PAPUT BOISSONS;LEFFE RUBY;PERFECT DRAFT;1;6;46;4.0333;22.9749696;3.8291616;6
02/07/2020;20;20;1.584;158.768787;66000;CASAS DISTRIBUTION;HOEGAARDEN WHITE;BOTTLE VC;24;0.33;42.6976;2.8954;21.5405568;2.719767273;7.92
02/07/2020;70;70;4.2;140.097307;66000;CASAS DISTRIBUTION;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;42.6976;2.8954;16.6196448;2.7699408;6
02/07/2020;140;140;8.4;150.689825;66000;CASAS DISTRIBUTION;LEFFE BLONDE;PERFECT DRAFT;1;6;42.6976;2.8954;17.8943688;2.9823948;6
02/07/2020;20;20;1.2;195.3340351;66000;CASAS DISTRIBUTION;TRIPLE KARMELIET;PERFECT DRAFT;1;6;42.6976;2.8954;21.952008;3.658668;6
02/07/2020;20;20;1.2;224.5997572;66000;CASAS DISTRIBUTION;LEFFE ROYALE;PERFECT DRAFT;1;6;42.6976;2.8954;22.9749696;3.8291616;6
02/07/2020;60;60;4.752;171.6145753;9340;ARIEGE BOISSONS DISTRIBUTION;LEFFE BLONDE;BOTTLE VC;24;0.33;43.0816;1.649;23.319072;2.944327273;7.92
02/07/2020;10;10;0.792;118.1400003;9340;ARIEGE BOISSONS DISTRIBUTION;KWAK;BOTTLE VC;24;0.33;43.0816;1.649;24.7392;3.123636364;7.92
02/07/2020;70;70;4.2;150.689825;9340;ARIEGE BOISSONS DISTRIBUTION;LEFFE BLONDE;PERFECT DRAFT;1;6;43.0816;1.649;17.5390992;2.9231832;6
02/07/2020;10;10;0.6;195.5874479;9340;ARIEGE BOISSONS DISTRIBUTION;LEFFE RUBY;PERFECT DRAFT;1;6;43.0816;1.649;22.774752;3.795792;6
02/07/2020;10;10;0.6;217.4492633;9340;ARIEGE BOISSONS DISTRIBUTION;LEFFE RITUEL 9;PERFECT DRAFT;1;6;43.0816;1.649;22.774752;3.795792;6
02/07/2020;70;70;4.2;140.097307;9340;ARIEGE BOISSONS DISTRIBUTION;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;43.0816;1.649;16.2896832;2.7149472;6
02/07/2020;60;60;4.752;158.768787;9340;ARIEGE BOISSONS DISTRIBUTION;HOEGAARDEN WHITE;BOTTLE VC;24;0.33;43.0816;1.649;21.2583168;2.684130909;7.92
02/07/2020;20;20;1.584;186.9042007;9340;ARIEGE BOISSONS DISTRIBUTION;TRIPLE KARMELIET;BOTTLE VC;24;0.33;43.0816;1.649;28.4544;3.592727273;7.92
02/07/2020;40;40;2.4;195.3340351;9340;ARIEGE BOISSONS DISTRIBUTION;TRIPLE KARMELIET;PERFECT DRAFT;1;6;43.0816;1.649;21.996;3.666;6
02/07/2020;10;10;0.6;128.264406;9340;ARIEGE BOISSONS DISTRIBUTION;KWAK;PERFECT DRAFT;1;6;43.0816;1.649;18.0936;3.0156;6
02/07/2020;1;70;4.2;140.097307;89270;COURTOIS BOURGOGNE BOISSONS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;47.6668;3.8206;16.2896832;2.7149472;6
02/07/2020;6;420;25.2;150.689825;89270;COURTOIS BOURGOGNE BOISSONS;LEFFE BLONDE;PERFECT DRAFT;1;6;47.6668;3.8206;17.5390992;2.9231832;6
02/07/2020;20;20;1.2;147.3794093;89270;COURTOIS BOURGOGNE BOISSONS;LEFFE BRUNE;PERFECT DRAFT;1;6;47.6668;3.8206;18.673704;3.112284;6
02/07/2020;3;210;12.6;195.5874479;89270;COURTOIS BOURGOGNE BOISSONS;LEFFE RUBY;PERFECT DRAFT;1;6;47.6668;3.8206;22.774752;3.795792;6
02/07/2020;1;70;4.2;195.3340351;89270;COURTOIS BOURGOGNE BOISSONS;TRIPLE KARMELIET;PERFECT DRAFT;1;6;47.6668;3.8206;21.996;3.666;6
02/07/2020;4;280;16.8;140.097307;56500;COZIGOU  ;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;47.8546;-2.8348;16.2896832;2.7149472;6
02/07/2020;140;140;8.4;128.264406;56500;COZIGOU  ;KWAK;PERFECT DRAFT;1;6;47.8546;-2.8348;18.0936;3.0156;6
02/07/2020;144;144;11.4048;102.054025;79240;SCOB;BUD;BOTTLE VP - Tendances;24;0.33;46.6;-0.5582;22.943808;2.896945455;7.92
02/07/2020;40;40;2.4;224.5997572;79240;SCOB;LEFFE ROYALE;PERFECT DRAFT;1;6;46.6;-0.5582;22.774752;3.795792;6
02/07/2020;70;70;4.2;147.3794093;79240;SCOB;LEFFE BRUNE;PERFECT DRAFT;1;6;46.6;-0.5582;18.673704;3.112284;6
02/07/2020;350;350;21;195.5874479;79240;SCOB;LEFFE RUBY;PERFECT DRAFT;1;6;46.6;-0.5582;22.774752;3.795792;6
02/07/2020;280;280;16.8;140.097307;79240;SCOB;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;46.6;-0.5582;16.2896832;2.7149472;6
02/07/2020;70;70;4.2;128.264406;79240;SCOB;KWAK;PERFECT DRAFT;1;6;46.6;-0.5582;18.0936;3.0156;6
02/07/2020;120;120;9.504;186.9042007;59132;VIEVILLE SOGEDIB ETS VIEVILLE SARL;TRIPLE KARMELIET;BOTTLE VC;24;0.33;50.0566;4.0745;28.4544;3.592727273;7.92
02/07/2020;2;140;8.4;150.689825;74112;France BOISSONS;LEFFE BLONDE;PERFECT DRAFT;1;6;;;18.137448;3.022908;6
02/07/2020;1;70;4.2;140.097307;74112;France BOISSONS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;;;16.845408;2.807568;6
02/07/2020;20;20;1.584;118.1400003;74112;France BOISSONS;KWAK;BOTTLE VC;24;0.33;;;24.7392;3.123636364;7.92
02/07/2020;20;20;1.2;195.5874479;74112;France BOISSONS;LEFFE RUBY;PERFECT DRAFT;1;6;;;24.1011936;4.0168656;6
02/07/2020;10;10;0.6;224.5997572;74112;France BOISSONS;LEFFE ROYALE;PERFECT DRAFT;1;6;;;24.1011936;4.0168656;6
02/07/2020;10;10;0.6;167.1285306;74112;France BOISSONS;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;;;20.211444;3.368574;6
02/07/2020;10;10;0.6;211.631664;74112;France BOISSONS;LEFFE ROYALE;PERFECT DRAFT;1;6;;;24.1011936;4.0168656;6
02/07/2020;1;72;5.7024;102.054025;74112;France BOISSONS;BUD;BOTTLE VP - Tendances;24;0.33;;;24.4913472;3.092341818;7.92
02/07/2020;20;20;1.584;186.9042007;74112;France BOISSONS;TRIPLE KARMELIET;BOTTLE VC;24;0.33;;;28.4544;3.592727273;7.92
02/07/2020;10;10;0.6;217.4492633;74112;France BOISSONS;LEFFE RITUEL 9;PERFECT DRAFT;1;6;;;24.1011936;4.0168656;6
02/07/2020;420;420;25.2;140.097307;79240;SCOB;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;46.6;-0.5582;16.2896832;2.7149472;6
02/07/2020;140;140;8.4;128.264406;79240;SCOB;KWAK;PERFECT DRAFT;1;6;46.6;-0.5582;18.0936;3.0156;6
02/07/2020;288;288;22.8096;102.054025;79240;SCOB;BUD;BOTTLE VP - Tendances;24;0.33;46.6;-0.5582;22.943808;2.896945455;7.92
02/07/2020;20;20;1.584;158.768787;79240;SCOB;HOEGAARDEN WHITE;BOTTLE VC;24;0.33;46.6;-0.5582;21.2583168;2.684130909;7.92
02/07/2020;140;140;8.4;140.097307;59132;VIEVILLE SOGEDIB ETS VIEVILLE SARL;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;50.0566;4.0745;16.2896832;2.7149472;6
02/07/2020;140;140;8.4;167.1285306;59132;VIEVILLE SOGEDIB ETS VIEVILLE SARL;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;50.0566;4.0745;19.09908;3.18318;6
02/07/2020;70;70;4.2;128.264406;59132;VIEVILLE SOGEDIB ETS VIEVILLE SARL;KWAK;PERFECT DRAFT;1;6;50.0566;4.0745;18.0936;3.0156;6
02/07/2020;10;10;0.6;147.3794093;59132;VIEVILLE SOGEDIB ETS VIEVILLE SARL;LEFFE BRUNE;PERFECT DRAFT;1;6;50.0566;4.0745;18.673704;3.112284;6
02/07/2020;20;20;1.2;217.4492633;59132;VIEVILLE SOGEDIB ETS VIEVILLE SARL;LEFFE RITUEL 9;PERFECT DRAFT;1;6;50.0566;4.0745;22.774752;3.795792;6
02/07/2020;40;40;2.4;211.631664;59132;VIEVILLE SOGEDIB ETS VIEVILLE SARL;LEFFE ROYALE;PERFECT DRAFT;1;6;50.0566;4.0745;22.774752;3.795792;6
02/07/2020;140;140;8.4;224.5997572;59132;VIEVILLE SOGEDIB ETS VIEVILLE SARL;LEFFE ROYALE;PERFECT DRAFT;1;6;50.0566;4.0745;22.774752;3.795792;6
02/07/2020;70;70;4.2;208.8988426;59132;VIEVILLE SOGEDIB ETS VIEVILLE SARL;LEFFE AMBREE;PERFECT DRAFT;1;6;50.0566;4.0745;22.4016912;3.7336152;6
02/07/2020;210;210;12.6;195.5874479;59132;VIEVILLE SOGEDIB ETS VIEVILLE SARL;LEFFE RUBY;PERFECT DRAFT;1;6;50.0566;4.0745;22.774752;3.795792;6
02/07/2020;10;10;0.6;147.3794093;92396;OBD   ;LEFFE BRUNE;PERFECT DRAFT;1;6;;;18.673704;3.112284;6
02/07/2020;30;30;1.8;167.1285306;92396;OBD   ;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;;;19.09908;3.18318;6
02/07/2020;70;70;4.2;167.1285306;5000;MONTANER;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;44.5543;6.1627;19.266984;3.211164;6
02/07/2020;210;210;12.6;140.097307;5000;MONTANER;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;44.5543;6.1627;16.6196448;2.7699408;6
02/07/2020;420;420;25.2;150.689825;5000;MONTANER;LEFFE BLONDE;PERFECT DRAFT;1;6;44.5543;6.1627;17.8943688;2.9823948;6
02/07/2020;70;70;4.2;195.5874479;5000;MONTANER;LEFFE RUBY;PERFECT DRAFT;1;6;44.5543;6.1627;22.9749696;3.8291616;6
02/07/2020;70;70;4.2;195.3340351;5000;MONTANER;TRIPLE KARMELIET;PERFECT DRAFT;1;6;44.5543;6.1627;21.952008;3.658668;6
02/07/2020;70;70;4.2;127.984305;5000;MONTANER;BUD;PERFECT DRAFT;1;6;44.5543;6.1627;16.272216;2.712036;6
02/07/2020;30;30;2.376;118.1400003;5000;MONTANER;KWAK;BOTTLE VC;24;0.33;44.5543;6.1627;24.6897216;3.117389091;7.92
02/07/2020;30;30;2.376;186.9042007;5000;MONTANER;TRIPLE KARMELIET;BOTTLE VC;24;0.33;44.5543;6.1627;28.3974912;3.585541818;7.92
02/07/2020;70;70;4.2;211.631664;92396;OBD   ;LEFFE ROYALE;PERFECT DRAFT;1;6;;;22.774752;3.795792;6
02/07/2020;210;210;12.6;150.689825;92396;OBD   ;LEFFE BLONDE;PERFECT DRAFT;1;6;;;17.5390992;2.9231832;6
02/07/2020;216;216;17.1072;102.054025;92396;OBD   ;BUD;BOTTLE VP - Tendances;24;0.33;;;22.943808;2.896945455;7.92
02/07/2020;140;140;8.4;195.5874479;92396;OBD   ;LEFFE RUBY;PERFECT DRAFT;1;6;;;22.774752;3.795792;6
02/07/2020;60;60;4.752;158.768787;92396;OBD   ;HOEGAARDEN WHITE;BOTTLE VC;24;0.33;;;21.2583168;2.684130909;7.92
02/07/2020;210;210;12.6;150.689825;83130;DISTRIBUTION vins boissons (La Garde);LEFFE BLONDE;PERFECT DRAFT;1;6;43.1228;6.0075;17.5390992;2.9231832;6
02/07/2020;60;60;5.112;128.5255592;83130;DISTRIBUTION vins boissons (La Garde);CORONA EXTRA;BOTTLE VP - Tendances;24;0.355;43.1228;6.0075;24.992208;2.933357746;8.52
02/07/2020;20;20;1.2;195.5874479;83130;DISTRIBUTION vins boissons (La Garde);LEFFE RUBY;PERFECT DRAFT;1;6;43.1228;6.0075;22.774752;3.795792;6
02/07/2020;1;70;4.2;140.097307;29260;COZIGOU  ;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;48.5333;-4.3167;16.2896832;2.7149472;6
02/07/2020;2;140;8.4;150.689825;29260;COZIGOU  ;LEFFE BLONDE;PERFECT DRAFT;1;6;48.5333;-4.3167;17.5390992;2.9231832;6
02/07/2020;1;70;4.2;195.5874479;29260;COZIGOU  ;LEFFE RUBY;PERFECT DRAFT;1;6;48.5333;-4.3167;22.774752;3.795792;6
02/07/2020;1;70;4.2;195.5874479;49240;Sarthe Anjou Boissons;LEFFE RUBY;PERFECT DRAFT;1;6;47.5;-0.5833;22.9749696;3.8291616;6
02/07/2020;50;50;3;140.097307;49240;Sarthe Anjou Boissons;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;47.5;-0.5833;16.6196448;2.7699408;6
02/07/2020;10;10;0.6;128.264406;49240;Sarthe Anjou Boissons;KWAK;PERFECT DRAFT;1;6;47.5;-0.5833;18.0574128;3.0095688;6
02/07/2020;10;10;0.6;224.5997572;62610;SDFB;LEFFE ROYALE;PERFECT DRAFT;1;6;50.838;1.9284;22.9749696;3.8291616;6
02/07/2020;20;20;1.2;137.8512671;62610;SDFB;LEFFE LA LEGERE;PERFECT DRAFT;1;6;50.838;1.9284;16.758576;2.793096;6
02/07/2020;12;12;0.9504;102.054025;62610;SDFB;BUD;BOTTLE VP - Tendances;24;0.33;50.838;1.9284;23.9601024;3.025265455;7.92
02/07/2020;140;140;8.4;150.689825;62610;SDFB;LEFFE BLONDE;PERFECT DRAFT;1;6;50.838;1.9284;17.8943688;2.9823948;6
02/07/2020;3;210;12.6;128.264406;62120;BEDAGUE;KWAK;PERFECT DRAFT;1;6;50.6177;2.3964;18.0936;3.0156;6
02/07/2020;1;70;4.2;217.4492633;62120;BEDAGUE;LEFFE RITUEL 9;PERFECT DRAFT;1;6;50.6177;2.3964;22.774752;3.795792;6
02/07/2020;1;70;4.2;195.5874479;62120;BEDAGUE;LEFFE RUBY;PERFECT DRAFT;1;6;50.6177;2.3964;22.774752;3.795792;6
02/07/2020;1;60;4.752;158.768787;62120;BEDAGUE;HOEGAARDEN WHITE;BOTTLE VC;24;0.33;50.6177;2.3964;21.2583168;2.684130909;7.92
02/07/2020;10;10;0.792;118.1400003;62120;BEDAGUE;KWAK;BOTTLE VC;24;0.33;50.6177;2.3964;24.7392;3.123636364;7.92
02/07/2020;1;60;4.752;186.9042007;62120;BEDAGUE;TRIPLE KARMELIET;BOTTLE VC;24;0.33;50.6177;2.3964;28.4544;3.592727273;7.92
02/07/2020;1;60;4.752;171.6145753;34770;France BOISSONS;LEFFE BLONDE;BOTTLE VC;24;0.33;43.5003;3.7117;23.950656;3.024072727;7.92
02/07/2020;1;60;4.752;158.768787;34770;France BOISSONS;HOEGAARDEN WHITE;BOTTLE VC;24;0.33;43.5003;3.7117;21.8340864;2.756829091;7.92
02/07/2020;1;70;4.2;150.689825;34770;France BOISSONS;LEFFE BLONDE;PERFECT DRAFT;1;6;43.5003;3.7117;18.137448;3.022908;6
02/07/2020;110;110;6.6;195.3340351;85700;VINS REMY LIBOUREAU;TRIPLE KARMELIET;PERFECT DRAFT;1;6;46.8354;-0.7778;21.996;3.666;6
02/07/2020;40;40;2.4;147.3794093;85700;VINS REMY LIBOUREAU;LEFFE BRUNE;PERFECT DRAFT;1;6;46.8354;-0.7778;18.673704;3.112284;6
02/07/2020;30;30;2.376;171.6145753;41600;EURL BREGENT;LEFFE BLONDE;BOTTLE VC;24;0.33;47.6089;2.1729;23.319072;2.944327273;7.92
02/07/2020;10;10;0.792;170.7547101;41600;EURL BREGENT;LEFFE RUBY;BOTTLE VC;24;0.33;47.6089;2.1729;24.7854096;3.129470909;7.92
02/07/2020;70;70;4.2;224.5997572;41600;EURL BREGENT;LEFFE ROYALE;PERFECT DRAFT;1;6;47.6089;2.1729;22.774752;3.795792;6
02/07/2020;20;20;1.704;128.5255592;41600;EURL BREGENT;CORONA EXTRA;BOTTLE VP - Tendances;24;0.355;47.6089;2.1729;24.992208;2.933357746;8.52
02/07/2020;10;10;0.792;118.1400003;41600;EURL BREGENT;KWAK;BOTTLE VC;24;0.33;47.6089;2.1729;24.7392;3.123636364;7.92
02/07/2020;2;120;10.224;128.5255592;67118;France BOISSONS;CORONA EXTRA;BOTTLE VP - Tendances;24;0.355;48.5166;7.6467;29.981808;3.518991549;8.52
02/07/2020;10;10;0.792;170.7547101;24430;LE BIHAN;LEFFE RUBY;BOTTLE VC;24;0.33;45.1642;0.5719;24.7854096;3.129470909;7.92
02/07/2020;20;20;1.2;127.984305;24430;LE BIHAN;BUD;PERFECT DRAFT;1;6;45.1642;0.5719;15.7747752;2.6291292;6
02/07/2020;10;10;0.792;118.1400003;94380;France BOISSONS;KWAK;BOTTLE VC;24;0.33;48.7695;2.4793;24.7392;3.123636364;7.92
02/07/2020;1;70;4.2;195.5874479;94380;France BOISSONS;LEFFE RUBY;PERFECT DRAFT;1;6;48.7695;2.4793;24.1011936;4.0168656;6
02/07/2020;6;420;25.2;150.689825;35600;BARRE;LEFFE BLONDE;PERFECT DRAFT;1;6;47.65;-2.0833;17.5390992;2.9231832;6
02/07/2020;10;10;0.792;170.7547101;35600;BARRE;LEFFE RUBY;BOTTLE VC;24;0.33;47.65;-2.0833;24.7854096;3.129470909;7.92
02/07/2020;1;70;4.2;195.5874479;35600;BARRE;LEFFE RUBY;PERFECT DRAFT;1;6;47.65;-2.0833;22.774752;3.795792;6
02/07/2020;1;70;4.2;128.264406;35600;BARRE;KWAK;PERFECT DRAFT;1;6;47.65;-2.0833;18.0936;3.0156;6
02/07/2020;4;280;16.8;150.689825;19400;MESPOULET;LEFFE BLONDE;PERFECT DRAFT;1;6;45.1203;1.9732;17.5390992;2.9231832;6
02/07/2020;20;20;1.2;224.5997572;16200;LE BIHAN;LEFFE ROYALE;PERFECT DRAFT;1;6;45.7;-0.2167;22.774752;3.795792;6
02/07/2020;70;70;4.2;140.097307;16200;LE BIHAN;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;45.7;-0.2167;16.2896832;2.7149472;6
02/07/2020;30;30;1.8;167.1285306;16200;LE BIHAN;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;45.7;-0.2167;19.09908;3.18318;6
02/07/2020;70;70;4.2;195.5874479;16200;LE BIHAN;LEFFE RUBY;PERFECT DRAFT;1;6;45.7;-0.2167;22.774752;3.795792;6
02/07/2020;10;10;0.6;217.4492633;16200;LE BIHAN;LEFFE RITUEL 9;PERFECT DRAFT;1;6;45.7;-0.2167;22.774752;3.795792;6
02/07/2020;20;20;1.2;128.264406;16200;LE BIHAN;KWAK;PERFECT DRAFT;1;6;45.7;-0.2167;18.0936;3.0156;6
02/07/2020;20;20;1.2;127.984305;16200;LE BIHAN;BUD;PERFECT DRAFT;1;6;45.7;-0.2167;15.7747752;2.6291292;6
02/07/2020;20;20;1.584;186.9042007;16200;LE BIHAN;TRIPLE KARMELIET;BOTTLE VC;24;0.33;45.7;-0.2167;28.4544;3.592727273;7.92
02/07/2020;10;10;0.792;158.768787;16200;LE BIHAN;HOEGAARDEN WHITE;BOTTLE VC;24;0.33;45.7;-0.2167;21.2583168;2.684130909;7.92
02/07/2020;24;24;1.0224;135.3028149;16200;LE BIHAN;GOOSE;BOTTLE VP - Hors Tendances;12;0.355;45.7;-0.2167;18.7056;4.390985915;4.26
02/07/2020;24;24;1.9008;102.054025;16200;LE BIHAN;BUD;BOTTLE VP - Tendances;24;0.33;45.7;-0.2167;22.943808;2.896945455;7.92
02/07/2020;2;140;8.4;140.097307;89270;COURTOIS BOURGOGNE BOISSONS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;47.6668;3.8206;16.2896832;2.7149472;6
02/07/2020;20;20;1.2;147.3794093;89270;COURTOIS BOURGOGNE BOISSONS;LEFFE BRUNE;PERFECT DRAFT;1;6;47.6668;3.8206;18.673704;3.112284;6
02/07/2020;4;280;16.8;195.5874479;89270;COURTOIS BOURGOGNE BOISSONS;LEFFE RUBY;PERFECT DRAFT;1;6;47.6668;3.8206;22.774752;3.795792;6
02/07/2020;1;70;4.2;195.3340351;89270;COURTOIS BOURGOGNE BOISSONS;TRIPLE KARMELIET;PERFECT DRAFT;1;6;47.6668;3.8206;21.996;3.666;6
02/07/2020;10;10;0.792;170.7547101;22203;COZIGOU  ;LEFFE RUBY;BOTTLE VC;24;0.33;;;24.7854096;3.129470909;7.92
02/07/2020;10;10;0.792;158.768787;22203;COZIGOU  ;HOEGAARDEN WHITE;BOTTLE VC;24;0.33;;;21.2583168;2.684130909;7.92
02/07/2020;10;10;0.792;186.9042007;22203;COZIGOU  ;TRIPLE KARMELIET;BOTTLE VC;24;0.33;;;28.4544;3.592727273;7.92
02/07/2020;2;140;8.4;150.689825;22203;COZIGOU  ;LEFFE BLONDE;PERFECT DRAFT;1;6;;;17.5390992;2.9231832;6
02/07/2020;10;10;0.6;140.097307;22203;COZIGOU  ;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;;;16.2896832;2.7149472;6
02/07/2020;1;70;4.2;195.5874479;22203;COZIGOU  ;LEFFE RUBY;PERFECT DRAFT;1;6;;;22.774752;3.795792;6
02/07/2020;20;20;1.2;128.264406;22203;COZIGOU  ;KWAK;PERFECT DRAFT;1;6;;;18.0936;3.0156;6
02/07/2020;18;18;1.5336;143.8441648;22203;COZIGOU  ;CORONA EXTRA;BOTTLE VP - Tendances;24;0.355;;;24.955776;2.92908169;8.52
02/07/2020;30;30;1.8;128.264406;72200;Sarthe Anjou Boissons;KWAK;PERFECT DRAFT;1;6;47.6982;-0.0755;18.0574128;3.0095688;6
02/07/2020;40;40;2.4;195.3340351;72200;Sarthe Anjou Boissons;TRIPLE KARMELIET;PERFECT DRAFT;1;6;47.6982;-0.0755;21.952008;3.658668;6
02/07/2020;2;140;8.4;150.689825;72200;Sarthe Anjou Boissons;LEFFE BLONDE;PERFECT DRAFT;1;6;47.6982;-0.0755;17.8943688;2.9823948;6
02/07/2020;20;20;1.2;140.097307;72200;Sarthe Anjou Boissons;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;47.6982;-0.0755;16.6196448;2.7699408;6
02/07/2020;30;30;1.8;167.1285306;72200;Sarthe Anjou Boissons;HOEGAARDEN ROSEE;PERFECT DRAFT;1;6;47.6982;-0.0755;19.266984;3.211164;6
02/07/2020;2;140;8.4;140.097307;70110;DAMIDEAUX MICHEL BOISSONS;HOEGAARDEN WHITE;PERFECT DRAFT;1;6;47.5382;6.4026;16.2896832;2.7149472;6
02/07/2020;2;140;8.4;195.3340351;70110;DAMIDEAUX MICHEL BOISSONS;TRIPLE KARMELIET;PERFECT DRAFT;1;6;47.5382;6.4026;21.996;3.666;6
02/07/2020;4;280;16.8;150.689825;70110;DAMIDEAUX MICHEL BOISSONS;LEFFE BLONDE;PERFECT DRAFT;1;6;47.5382;6.4026;17.5390992;2.9231832;6
02/07/2020;60;60;4.752;158.768787;16100;GIE SELECTOR;HOEGAARDEN WHITE;BOTTLE VC;24;0.33;45.7167;-0.3;21.5405568;2.719767273;7.92
